sale_counter,property_id,contract_date,settlement_date,purchase_price,component_code,sale_code,interest_percent,dealing_number
54,4413027,2023-12-07,2024-01-25,660000,,,0,AT790072
55,4383249,2023-11-14,2024-01-24,862888,,,0,AT786640
56,4486502,2023-12-11,2024-01-22,1225000,,,0,AT777372
59,3778434,2023-12-11,2024-01-22,512000,,,0,AT778941
63,4002398,2023-12-11,2024-01-22,740000,,,0,AT779482
66,4253054,2023-11-02,2024-01-25,1150000,,,0,AT789359
67,4265971,2023-12-12,2024-01-23,730000,,,0,AT781417
68,4259505,2023-11-28,2024-01-22,709920,,,0,AT779985
69,4277335,2023-10-30,2024-01-22,760000,,,0,AT779988
1,1908756,2023-11-23,2024-01-19,5000000,,,0,AT774540
2,2946496,2023-11-24,2024-01-22,888000,,,0,AT777302
3,3471982,2023-11-06,2024-01-25,1250000,,,0,AT790161
5,4171381,2023-11-24,2024-01-19,795000,,,0,AT774325
7,4138844,2023-10-20,2024-01-25,2080000,,,0,AT788471
8,4138844,2023-11-23,2024-01-19,1170000,,,0,AT774739
9,2843647,2023-12-07,2024-01-19,950000,,,0,AT773773
11,3668098,2023-11-29,2024-01-22,1270000,,,0,AT779177
12,3668098,2023-11-24,2024-01-23,615000,,,0,AT781633
13,3668098,2023-12-01,2024-01-24,660000,,,0,AT785727
14,3609704,2023-12-22,2024-01-23,1420000,,,0,AT782790
15,3617176,2023-11-24,2024-01-19,1080000,,,0,AT771648
21,1456665,2023-12-20,2024-01-19,750000,,,0,AT771611
22,1456665,2023-12-20,2024-01-19,750000,,,0,AT771611
24,1457056,2023-12-09,2024-01-22,785000,,,0,AT779302
26,3200345,2023-09-27,2024-01-24,1850000,,,0,AT785353
27,3721837,2023-12-09,2024-01-24,670000,,,0,AT785865
28,3721837,2023-12-14,2024-01-25,1160000,,,0,AT788667
29,3721837,2024-01-20,2024-01-25,680000,,,0,AT789765
30,3751584,2023-12-14,2024-01-24,780000,,,0,AT784958
31,1900215,2023-11-24,2024-01-19,2031000,,,0,AT773775
32,1910441,2023-12-12,2024-01-23,1031000,,,0,AT782143
33,1910464,2023-11-25,2024-01-22,925000,,,0,AT778916
34,1910464,2023-11-25,2024-01-22,925000,,,0,AT778916
35,1902981,2023-12-01,2024-01-19,955000,,,0,AT771944
38,1898102,2023-11-25,2024-01-19,1775000,,,0,AT775137
40,1900961,2023-11-20,2024-01-22,1250000,,,0,AT777467
41,1911117,2023-12-16,2024-01-19,1055000,,,0,AT772674
42,1908786,2023-12-09,2024-01-23,2600000,,,0,AT782717
44,1904052,2023-11-17,2024-01-22,1020000,,,0,AT777035
45,1911779,2023-12-07,2024-01-23,1205000,,,0,AT782813
46,1899127,2023-12-09,2024-01-22,971000,,,0,AT777737
47,1901790,2023-12-09,2024-01-22,702000,,,0,AT776935
49,1899528,2023-11-24,2024-01-22,920000,,,0,AT776960
50,1899528,2023-11-24,2024-01-22,920000,,,0,AT776960
51,1907411,2023-11-20,2024-01-19,930000,,,0,AT771765
52,1899845,2023-12-09,2024-01-22,1630000,,,0,AT778824
54,1902411,2023-11-10,2024-01-19,850000,,,0,AT772083
56,2843647,2023-11-16,2024-01-19,1280000,,,0,AT774258
57,3345011,2023-12-08,2024-01-22,1125000,,,0,AT778463
58,3799086,2023-12-13,2024-01-24,1815000,,,0,AT787674
60,3905154,2023-11-27,2024-01-19,740000,,,0,AT775620
61,4014793,2023-06-26,2024-01-19,820000,,,0,AT772386
2,809754,2023-10-19,2024-01-19,473000,,,0,AT772823
5,812807,2023-12-06,2024-01-24,890000,,,0,AT784681
6,826330,2023-12-15,2024-01-25,600000,,,0,AT791363
11,826683,2023-12-08,2024-01-19,517000,,,0,AT775201
12,810617,2023-12-13,2024-01-24,693000,,,0,AT785835
19,827400,2023-11-14,2024-01-19,510000,,,0,AT774135
24,827575,2023-12-16,2024-01-25,771000,,,0,AT789603
25,803494,2023-12-09,2024-01-22,1313888,,,0,AT779384
27,817133,2023-12-12,2024-01-23,510000,,,0,AT782968
29,803838,2023-12-11,2024-01-22,1500000,,,0,AT779966
30,803838,2023-12-11,2024-01-22,175000,,,0,AT779963
40,842939,2023-11-18,2024-01-19,334000,,,0,AT772895
41,850950,2023-12-16,2024-01-23,517000,,,0,AT782550
42,2456306,2023-11-17,2024-01-19,550000,,,0,AT772479
43,811097,2023-12-10,2024-01-22,852000,,,0,AT778664
44,2932263,2023-12-18,2024-01-25,720000,,,0,AT791868
45,822301,2023-12-13,2024-01-24,535000,,,0,AT786573
46,2987908,2023-12-14,2024-01-25,750000,,,0,AT790702
47,3474768,2023-11-22,2024-01-22,460000,,,0,AT777795
48,3487874,2023-12-14,2024-01-25,940000,,,0,AT791839
49,4162241,2023-11-30,2024-01-22,770000,,,0,AT777821
50,4154559,2023-11-10,2024-01-22,618800,,,0,AT779376
51,4154284,2023-11-28,2024-01-19,780000,,,0,AT773094
52,4224552,2023-12-20,2024-01-22,500000,,,0,AT780524
53,4216261,2023-12-12,2024-01-19,775100,,,0,AT775219
54,4216261,2023-12-19,2024-01-24,510800,,,0,AT786145
55,4244793,2023-12-21,2024-01-25,799000,,,0,AT789768
56,4244879,2023-12-21,2024-01-19,749000,,,0,AT773601
57,840545,2023-12-09,2024-01-22,895000,,,0,AT778182
60,840836,2023-12-01,2024-01-19,888000,,,0,AT773046
62,843966,2023-12-02,2024-01-22,490000,,,0,AT780765
63,849376,2023-11-30,2024-01-25,590000,,,0,AT789291
67,853948,2023-12-20,2024-01-24,510000,,,0,AT785027
68,854238,2023-12-13,2024-01-24,720000,,,0,AT785739
69,854421,2023-11-11,2024-01-22,535000,,,0,AT780823
70,854608,2023-11-22,2024-01-22,500000,,,0,AT777261
71,1309760,2023-10-24,2024-01-22,1700000,,,0,AT779208
73,3004184,2023-12-09,2024-01-22,590000,,,0,AT778475
75,3003457,2023-12-08,2024-01-19,672000,,,0,AT772081
76,3090476,2023-12-07,2024-01-25,645000,,,0,AT791415
77,3091446,2023-12-11,2024-01-22,430000,,,0,AT778112
79,3544961,2023-12-13,2024-01-24,670000,,,0,AT785853
80,3554788,2023-11-13,2024-01-22,900100,,,0,AT778715
81,3595192,2023-12-13,2024-01-24,670000,,,0,AT785878
82,3595192,2023-12-12,2024-01-23,695000,,,0,AT782849
83,3618548,2023-12-11,2024-01-22,800000,,,0,AT779310
84,3609285,2023-12-02,2024-01-19,506000,,,0,AT773615
85,4036133,2023-12-15,2024-01-24,650000,,,0,AT785690
86,4059318,2023-12-12,2024-01-23,610000,,,0,AT783072
87,4059318,2023-12-02,2024-01-22,710000,,,0,AT778322
88,4067507,2023-12-08,2024-01-19,890000,,,0,AT772648
89,3997721,2023-11-17,2024-01-19,750000,,,0,AT773254
90,3994083,2023-12-08,2024-01-19,565000,,,0,AT775652
91,4510524,2023-12-15,2024-01-24,805000,,,0,AT785695
92,4510524,2023-12-12,2024-01-23,800000,,,0,AT781713
93,4510524,2023-12-14,2024-01-25,540000,,,0,AT789595
94,4510524,2023-12-15,2024-01-22,805000,,,0,AT778864
95,4510524,2023-11-15,2024-01-19,800000,,,0,AT773194
96,4510524,2023-12-13,2024-01-24,1200000,,,0,AT786994
97,4498625,2023-04-11,2023-12-18,1179000,,XA,0,AT705263
103,4520967,2023-12-12,2024-01-22,1350000,,,0,AT777264
104,4520967,2023-11-15,2024-01-24,1450000,,,0,AT785442
108,4498625,2023-05-03,2023-10-05,2146000,,XA,0,AT493990
109,4498625,2022-04-06,2023-09-29,1540000,,XA,0,AT482427
110,4498625,2023-11-21,2023-12-01,2170000,,XA,0,AT652964
111,4498625,2023-03-03,2023-10-09,2071000,,XA,0,AT504525
126,3136815,2023-12-08,2024-01-19,715000,,,0,AT775529
128,3226865,2023-12-06,2024-01-24,780000,,,0,AT785056
129,3632174,2023-12-06,2024-01-22,680000,,,0,AT778843
130,3731158,2023-11-14,2024-01-22,873000,,,0,AT779066
131,3731158,2023-12-08,2024-01-19,735000,,,0,AT772693
132,3709670,2023-12-08,2024-01-19,650000,,,0,AT772803
139,640788,2023-12-21,2024-01-25,567000,,,0,AT790105
141,828583,2023-12-08,2024-01-19,375000,,,0,AT773239
142,581602,2023-10-08,2024-01-22,620000,,,0,AT778281
143,2899302,2023-12-11,2024-01-22,780000,,,0,AT779485
145,4430759,2023-08-11,2024-01-24,780000,,,0,AT786498
146,4488318,2023-12-09,2024-01-22,1000000,,,0,AT778116
155,4498625,2023-07-20,2023-08-31,1517000,,XA,0,AT400942
156,4498625,2023-05-22,2023-07-03,1433000,,XA,0,AT233424
157,4498625,2023-05-18,2023-07-19,1475000,,XA,0,AT276423
158,4498625,2023-05-30,2023-07-11,1576000,,XA,0,AT253538
159,4498625,2023-08-02,2023-09-12,1219000,,XA,0,AT430688
160,4498625,2022-05-18,2023-08-04,1523000,,XA,0,AT326076
161,4498625,2023-07-14,2023-09-18,1219000,,XA,0,AT445878
162,4498625,2022-04-21,2023-07-06,1460000,,XA,0,AT241214
167,4395676,2023-11-22,2024-01-19,808000,,,0,AT773378
168,4430759,2023-12-12,2024-01-23,635000,,,0,AT781405
169,4498625,2023-09-13,2023-10-10,800000,,XA,0,AT505106
170,4498625,2022-03-25,2023-12-15,1555000,,XA,0,AT698882
171,4498625,2023-05-03,2023-10-05,2146000,,XA,0,AT493990
172,4498625,2022-04-06,2023-09-29,1540000,,XA,0,AT482427
175,4430759,2023-11-13,2024-01-24,587000,,,0,AT785287
176,4422030,2024-01-08,2024-01-24,800000,,,0,AT785009
177,4422030,2024-01-08,2024-01-19,704500,,,0,AT771901
179,3790377,2023-11-02,2024-01-19,740000,,,0,AT773153
180,3865585,2023-11-24,2024-01-22,675000,,,0,AT777771
181,3806296,2023-12-22,2024-01-19,725000,,,0,AT771579
182,3787045,2023-12-08,2024-01-19,460000,,,0,AT773278
183,3822792,2023-11-20,2024-01-19,785000,,,0,AT775371
184,3879163,2023-12-08,2024-01-19,760000,,,0,AT772510
185,3881144,2023-12-14,2024-01-25,625000,,,0,AT789711
186,3814597,2023-12-15,2024-01-25,480000,,,0,AT789085
187,3814597,2023-11-16,2024-01-22,635000,,,0,AT779368
188,3768264,2023-12-21,2024-01-25,405000,,,0,AT790033
190,3848561,2023-11-09,2024-01-19,498000,,,0,AT771787
191,3958270,2023-11-19,2024-01-19,565000,,,0,AT772606
192,3997721,2023-12-02,2024-01-19,710000,,,0,AT771987
194,3976048,2023-12-07,2024-01-22,770000,,,0,AT777288
195,3979575,2023-11-30,2024-01-24,755000,,,0,AT785654
196,3965820,2023-12-17,2024-01-22,718000,,,0,AT779813
197,3954441,2023-12-13,2024-01-25,760000,,,0,AT791050
198,3982906,2023-12-12,2024-01-23,730000,,,0,AT783858
199,3976876,2023-12-04,2024-01-19,730000,,,0,AT771889
200,3913359,2023-12-08,2024-01-24,710000,,,0,AT785928
202,4280540,2023-12-13,2024-01-24,475000,,,0,AT787151
1,4205673,2023-11-22,2024-01-29,972700,,,0,AT793247
2,4165471,2023-10-19,2024-02-01,1000000,,,0,AT808215
3,4136508,2023-12-01,2024-01-30,936000,,,0,AT799194
4,892943,2023-12-16,2024-01-29,990000,,,0,AT796073
5,871446,2023-12-19,2024-01-30,730000,,,0,AT799687
6,871600,2023-12-21,2024-01-30,2300000,,,0,AT797425
7,874294,2023-12-02,2024-02-01,1380000,,,0,AT806996
9,887759,2023-12-15,2024-01-29,1300000,,,0,AT793504
10,871715,2023-11-18,2024-01-29,1440000,,,0,AT796060
14,864421,2023-12-02,2024-01-29,935000,,,0,AT795437
16,864573,2023-12-15,2024-01-29,745000,,,0,AT794899
17,880866,2023-12-21,2024-02-01,415000,,,0,AT807109
18,883614,2023-11-24,2024-01-31,583000,,,0,AT803091
21,873108,2023-12-08,2024-01-31,480000,,,0,AT803045
25,860150,2023-12-04,2024-01-29,730000,,,0,AT795085
27,881545,2023-12-06,2024-02-01,550000,,,0,AT806465
29,3547866,2023-12-15,2024-01-29,505000,,,0,AT796499
30,4034949,2024-01-19,2024-02-01,785000,,,0,AT808811
34,4520267,2023-12-18,2024-01-29,980000,,,0,AT795350
37,3685342,2023-11-30,2024-01-29,640000,,,0,AT795261
38,3708362,2023-12-21,2024-02-01,630000,,,0,AT807073
39,890972,2023-11-24,2024-01-29,1550000,,,0,AT794565
40,3320137,2023-12-21,2024-02-01,525000,,,0,AT807824
41,4413027,2024-01-12,2024-01-29,650000,,,0,AT794326
43,4383249,2023-10-25,2024-01-31,1300000,,,0,AT802133
45,3872764,2023-12-14,2024-02-01,590000,,,0,AT808019
47,3836569,2023-12-12,2024-01-29,825000,,,0,AT793519
48,3774447,2023-12-14,2024-01-29,600000,,,0,AT795626
49,3774447,2023-12-05,2024-02-01,440000,,,0,AT808751
50,3804085,2023-11-14,2024-01-30,782000,,,0,AT800893
51,3967191,2023-12-13,2024-01-29,590000,,,0,AT794360
52,3952222,2023-11-02,2024-01-30,680000,,,0,AT797834
53,4253054,2023-11-17,2024-01-29,1200000,,,0,AT796271
54,4337753,2023-12-22,2024-01-31,700000,,,0,AT805055
1,4138844,2023-12-18,2024-01-29,1200000,,,0,AT796730
2,4138844,2023-10-09,2024-01-29,2080000,,,0,AT797259
3,3019980,2023-12-07,2024-01-29,1600000,,,0,AT794669
4,3558380,2023-12-22,2024-01-31,600000,,,0,AT804526
5,3588583,2023-11-01,2024-02-01,730000,,,0,AT806653
7,4514865,2023-12-16,2024-01-29,1430000,,,0,AT795873
8,1452426,2023-12-15,2024-01-29,765000,,,0,AT795083
14,1448525,2023-12-16,2024-01-29,1303000,,,0,AT795197
18,3721837,2023-11-01,2024-01-29,668000,,,0,AT796227
19,3678749,2023-12-22,2024-01-31,725000,,,0,AT801883
20,3631614,2023-12-15,2024-01-29,880000,,,0,AT795151
21,3631614,2023-12-01,2024-01-30,900000,,,0,AT798096
22,1900090,2023-12-02,2024-01-30,1800000,,,0,AT800634
23,1900215,2023-08-02,2024-01-31,2800000,,,0,AT802154
28,1900932,2023-12-13,2024-01-31,1550000,,,0,AT802180
30,1901473,2023-12-02,2024-01-29,960000,,,0,AT794141
34,1912183,2023-12-19,2024-02-01,1770000,,,0,AT806473
35,1902151,2023-12-16,2024-01-31,1200000,,,0,AT802830
37,2843647,2024-01-22,2024-02-01,1100000,,,0,AT807676
38,3822145,2023-11-25,2024-01-29,1300000,,,0,AT795510
39,3862124,2023-12-08,2024-01-29,2020000,,,0,AT795507
40,4334581,2023-12-08,2024-01-29,1150000,,,0,AT795080
41,4334581,2023-12-01,2024-01-30,1126000,,,0,AT798166
2,810350,2023-11-16,2024-01-31,850000,,,0,AT803838
3,813007,2023-12-15,2024-01-29,360000,,,0,AT795969
4,813007,2023-12-15,2024-01-29,360000,,,0,AT795969
7,829358,2023-12-18,2024-01-29,650000,,,0,AT795334
8,813804,2023-12-09,2024-01-30,550000,,,0,AT800549
12,814383,2023-10-18,2024-01-31,505000,,,0,AT804456
13,816964,2023-11-02,2024-01-29,1505000,,,0,AT794221
17,814620,2023-12-21,2024-01-31,550000,,,0,AT801626
18,804059,2023-12-08,2024-02-01,730000,,,0,AT805972
19,842102,2023-11-25,2024-01-31,740000,,,0,AT801854
20,842133,2023-11-23,2024-02-01,578000,,,0,AT806766
21,842164,2023-12-21,2024-02-01,598000,,,0,AT806855
23,844999,2023-10-24,2024-01-30,740900,,,0,AT798152
24,834151,2023-12-21,2024-01-29,520000,,,0,AT795097
25,834151,2023-12-21,2024-01-29,520000,,,0,AT795097
26,851001,2024-01-16,2024-02-01,640000,,,0,AT807474
27,2456381,2023-12-18,2024-01-29,415000,,,0,AT794188
28,2877920,2023-12-22,2024-01-31,490000,,,0,AT803365
29,2873186,2023-12-19,2024-01-30,475000,,,0,AT800908
30,4157911,2023-12-15,2024-01-29,776000,,,0,AT795091
32,4154096,2023-12-08,2024-01-29,860000,,,0,AT793463
33,4181717,2023-12-20,2024-01-31,983000,,,0,AT803670
34,4249721,2023-07-11,2024-01-31,2465000,,,0,AT803275
35,4216261,2024-01-09,2024-01-31,618300,,,0,AT803019
36,4216261,2023-11-27,2024-01-31,627200,,,0,AT802979
37,4216261,2023-11-10,2024-01-29,636200,,,0,AT797223
38,4216261,2024-01-09,2024-01-31,622800,,,0,AT802958
39,4249721,2023-07-11,2024-01-31,2465000,,,0,AT803275
40,4249721,2023-07-11,2024-01-31,2465000,,,0,AT803275
41,4183617,2023-11-02,2024-01-29,980000,,,0,AT797247
42,4139230,2023-12-14,2024-01-25,760000,,,0,AT791576
43,4221798,2023-09-20,2024-01-29,190000,,,0,AT796982
44,4181717,2023-12-20,2024-01-31,983000,,,0,AT803670
54,1309611,2023-12-11,2024-01-29,852500,,,0,AT793570
55,3075801,2023-12-03,2024-01-29,740000,,,0,AT793209
56,3139183,2023-12-16,2024-01-30,485000,,,0,AT799566
57,3580466,2023-12-16,2024-01-29,540000,,,0,AT795168
58,3588088,2023-11-16,2024-01-29,617500,,,0,AT795728
60,4099439,2023-12-18,2024-01-29,658800,,,0,AT795789
61,4059318,2023-12-19,2024-01-30,575000,,,0,AT797677
62,4049003,2023-12-18,2024-01-29,700000,,,0,AT795223
63,4049003,2023-12-29,2024-01-29,606000,,,0,AT797147
65,4049003,2023-12-29,2024-01-31,585000,,,0,AT802448
66,4100819,2023-12-01,2024-01-29,1250000,,,0,AT796471
67,3997721,2023-12-19,2024-01-30,780000,,,0,AT798993
68,3997721,2023-11-28,2024-01-29,790000,,,0,AT796451
69,4430759,2020-05-27,2024-01-29,713000,,,0,AT794762
79,4498625,2023-09-13,2023-10-10,800000,,XA,0,AT505106
80,4498625,2022-03-25,2023-12-15,1555000,,XA,0,AT698882
81,4498625,2023-05-03,2023-10-05,2146000,,XA,0,AT493990
82,4498625,2022-04-06,2023-09-29,1540000,,XA,0,AT482427
90,619488,2023-11-29,2024-01-31,1050000,,,0,AT803357
91,3116874,2023-12-16,2024-01-29,950000,,,0,AT796456
92,3189376,2023-12-19,2024-01-30,910000,,,0,AT799625
93,3214126,2023-11-26,2024-01-30,510000,,,0,AT799273
95,3225001,2023-12-18,2024-01-29,585000,,,0,AT793724
96,3731158,2023-11-08,2024-01-31,2562000,,,0,AT804316
97,3660664,2023-12-15,2024-01-29,558099,,,0,AT796052
98,3737671,2023-12-16,2024-01-31,1280000,,,0,AT805160
99,3732832,2023-11-14,2024-01-31,525000,,,0,AT802869
100,3699638,2023-12-07,2024-01-29,395000,,,0,AT793957
101,632477,2023-12-18,2024-01-30,628000,,,0,AT800043
102,632477,2023-12-18,2024-01-30,628000,,,0,AT800043
104,664340,2023-12-16,2024-01-29,1150000,,,0,AT794509
107,2856954,2023-12-22,2024-01-29,500000,,,0,AT796802
109,2842977,2023-12-14,2024-01-25,290000,,,0,AT791853
110,3298137,2023-12-19,2024-01-30,485000,,,0,AT799897
111,3294829,2023-12-06,2024-01-31,710000,,,0,AT805420
112,4430759,2023-12-20,2024-01-31,706000,,,0,AT801605
118,4498625,2023-05-19,2023-07-07,1472000,,XA,0,AT248118
119,4498625,2023-07-12,2023-09-04,1524000,,XA,0,AT412029
123,4498625,2023-05-18,2023-07-19,1475000,,XA,0,AT276423
124,4498625,2023-05-30,2023-07-11,1576000,,XA,0,AT253538
125,4498625,2023-08-02,2023-09-12,1219000,,XA,0,AT430688
126,4498625,2022-05-18,2023-08-04,1523000,,XA,0,AT326076
127,4498625,2023-07-14,2023-09-18,1219000,,XA,0,AT445878
128,4498625,2022-04-21,2023-07-06,1460000,,XA,0,AT241214
130,4498625,2021-06-29,2023-10-05,2009000,,XA,0,AT494021
131,4498625,2022-05-17,2023-09-28,1963000,,XA,0,AT475857
132,4490271,2023-12-15,2024-01-29,888000,,,0,AT795209
133,4395676,2023-11-17,2024-01-25,595000,,,0,AT792603
134,4430759,2023-12-15,2024-01-29,704000,,,0,AT793345
141,4422030,2024-01-08,2024-02-01,599000,,,0,AT807079
142,3861805,2023-12-01,2024-01-30,630000,,,0,AT798841
143,3795594,2023-12-18,2024-01-29,542000,,,0,AT797188
144,3826334,2023-12-22,2024-02-01,850000,,,0,AT806393
145,3852158,2023-12-04,2024-01-31,945000,,,0,AT802370
146,3801853,2023-12-15,2024-01-29,982000,,,0,AT795299
147,3811727,2023-12-20,2024-01-31,580000,,,0,AT802407
148,3958270,2023-12-15,2024-02-01,550000,,,0,AT808044
149,3905705,2023-12-20,2024-01-31,535000,,,0,AT804836
150,3990155,2023-12-06,2024-01-30,780000,,,0,AT798774
151,3982906,2023-12-22,2024-02-01,660000,,,0,AT806553
152,3926497,2023-12-15,2024-01-29,548000,,,0,AT794226
153,3954441,2024-01-04,2024-01-30,730000,,,0,AT798543
154,3986285,2023-12-24,2024-01-29,590000,,,0,AT795001
155,3986285,2023-12-20,2024-01-31,805000,,,0,AT801795
156,4333302,2024-01-17,2024-02-01,1100000,,,0,AT807323
157,4274912,2024-01-10,2024-01-31,800000,,,0,AT801840
158,4273247,2023-12-15,2024-01-29,540000,,,0,AT794275
159,4315420,2023-11-07,2024-01-30,2068000,,,0,AT798222
161,4280540,2024-01-16,2024-01-30,880000,,,0,AT800383
1,4170021,2023-12-22,2024-02-02,870000,,,0,AT810072
2,4165471,2023-12-21,2024-02-08,710000,,,0,AT822535
3,4173612,2023-12-22,2024-02-02,640000,,,0,AT811678
4,4173612,2023-12-24,2024-02-05,600000,,,0,AT813723
5,871252,2023-12-15,2024-02-02,750000,,,0,AT810524
6,871252,2023-12-15,2024-02-02,750000,,,0,AT810524
8,890447,2024-01-08,2024-02-06,590000,,,0,AT817017
10,874938,2023-11-02,2024-02-02,865000,,,0,AT810131
11,874938,2024-01-18,2024-02-02,525000,,,0,AT810136
19,873390,2023-12-21,2024-02-01,600000,,,0,AT808809
21,892423,2023-12-23,2024-02-05,930000,,,0,AT813995
26,4092793,2023-12-30,2024-02-02,622500,,,0,AT810415
31,4529291,2021-07-02,2024-02-07,924100,,,0,AT821015
32,4529291,2021-03-30,2024-02-07,627200,,,0,AT821034
33,4529291,2021-02-25,2024-02-07,666400,,,0,AT821030
34,4529291,2021-03-22,2024-02-07,1156400,,,0,AT821028
35,4520267,2023-12-14,2024-02-07,1000000,,,0,AT821426
38,3746648,2023-11-30,2024-02-02,1700000,,,0,AT809711
39,3267810,2024-01-15,2024-02-08,1480000,,,0,AT822960
40,4413027,2024-01-09,2024-02-06,1605000,,,0,AT816601
41,4498337,2023-12-13,2024-02-02,2288000,,,0,AT811759
43,3872764,2023-12-23,2024-02-06,570000,,,0,AT818505
44,3836569,2023-12-22,2024-02-02,1430000,,,0,AT810732
45,3804085,2024-01-06,2024-02-08,895000,,,0,AT822551
1,3477786,2024-01-04,2024-02-08,972500,,,0,AT822404
2,3139109,2024-01-10,2024-02-07,641000,,,0,AT819397
3,3583934,2023-12-06,2024-02-02,1000000,,,0,AT810450
5,1450213,2023-12-07,2024-02-07,738000,,,0,AT819316
8,1450213,2023-12-07,2024-02-07,738000,,,0,AT819316
12,3113413,2023-12-13,2024-02-07,730000,,,0,AT819868
13,3751584,2024-01-12,2024-02-07,749990,,,0,AT819495
14,3678749,2023-12-05,2024-02-02,800000,,,0,AT811179
16,1905336,2023-12-21,2024-02-05,380000,,,0,AT814150
22,1907266,2023-12-13,2024-02-05,2230000,,,0,AT814341
25,2843647,2023-12-22,2024-02-02,785000,,,0,AT810175
26,2843647,2023-12-08,2024-02-06,1200000,,,0,AT816856
27,3271317,2024-01-16,2024-02-05,970000,,,0,AT814321
28,3802268,2024-01-02,2024-02-05,1047000,,,0,AT814350
29,3905154,2024-01-22,2024-02-07,820000,,,0,AT819251
30,4014793,2024-01-12,2024-02-05,780000,,,0,AT815756
1,810241,2023-12-12,2024-02-06,474300,,,0,AT817024
2,810241,2023-12-12,2024-02-06,474300,,,0,AT817024
4,819073,2023-12-22,2024-02-02,520000,,,0,AT810820
7,806354,2023-11-21,2024-02-05,649000,,,0,AT814027
11,848075,2023-12-15,2024-02-05,680000,,,0,AT815028
13,840275,2024-01-08,2024-02-05,530000,,,0,AT814723
14,2434882,2023-12-22,2024-02-07,500000,,,0,AT819850
15,2447301,2023-12-23,2024-02-05,416500,,,0,AT815087
16,3440788,2024-01-11,2024-02-08,710000,,,0,AT821887
18,4157911,2024-01-08,2024-02-05,760000,,,0,AT814710
19,4216261,2023-12-12,2024-02-02,611600,,,0,AT810917
20,4224966,2023-11-08,2024-02-07,699000,,,0,AT820744
21,4216261,2024-01-18,2024-02-02,524200,,,0,AT811008
22,4216261,2024-01-09,2024-02-06,618300,,,0,AT818201
23,4216261,2023-10-31,2024-02-05,634000,,,0,AT815338
24,4146902,2023-12-22,2024-02-02,666000,,,0,AT810580
28,855384,2023-12-22,2024-02-02,430000,,,0,AT812679
29,1310026,2024-01-03,2024-02-06,780000,,,0,AT818142
30,3050842,2023-12-23,2024-02-05,815000,,,0,AT813507
31,3074473,2024-01-11,2024-02-08,555000,,,0,AT823050
32,3562292,2023-12-11,2024-02-02,765000,,,0,AT810675
33,3666271,2024-01-12,2024-02-05,880000,,,0,AT814815
36,4099439,2023-11-30,2024-02-08,585000,,,0,AT823138
37,4059318,2023-12-18,2024-02-02,545000,,,0,AT812421
38,4134711,2023-12-20,2024-02-05,1260000,,,0,AT814656
39,4049003,2024-01-11,2024-02-08,570000,,,0,AT822909
40,4027428,2023-12-15,2024-02-05,450000,,,0,AT814248
43,4498625,2023-04-11,2023-12-18,1179000,,XA,0,AT705263
44,4498625,2022-01-20,2024-01-25,2335000,,XA,0,AT791883
55,4498625,2022-03-25,2023-12-15,1555000,,XA,0,AT698882
56,4498625,2023-05-03,2023-10-05,2146000,,XA,0,AT493990
57,4498625,2022-04-06,2023-09-29,1540000,,XA,0,AT482427
58,4498625,2023-11-21,2023-12-01,2170000,,XA,0,AT652964
59,4498625,2023-03-03,2023-10-09,2071000,,XA,0,AT504525
62,3622703,2024-01-17,2024-02-05,725000,,,0,AT815441
67,639902,2023-12-22,2024-02-02,870000,,,0,AT810231
70,3308013,2023-12-05,2024-02-06,690000,,,0,AT817727
71,3319940,2024-01-09,2024-02-06,515000,,,0,AT816604
72,4498625,2023-06-19,2023-07-31,1190000,,XA,0,AT308606
73,4498625,2023-09-12,2023-09-27,1480000,,XA,0,AT472150
74,4498625,2022-09-16,2023-07-05,1436680,,XA,0,AT237949
75,4498625,2022-05-24,2023-07-05,1137000,,XA,0,AT239522
76,4498625,2022-12-23,2023-11-15,1430000,,XA,0,AT604750
77,4498625,2023-12-19,2024-02-02,1530000,,,0,AT811563
78,4498625,2023-05-19,2023-07-07,1472000,,XA,0,AT248118
79,4498625,2023-07-12,2023-09-04,1524000,,XA,0,AT412029
