G1 CONSUMER PRICE INFLATION,,,,,,,,,,,,,,,,,,,,,
Title,Consumer price index,Year-ended inflation,Year-ended inflation – excluding interest and tax changes,Year-ended inflation – excluding volatile items,Year-ended tradables inflation,Year-ended tradables inflation – excluding volatile items and tobacco,Year-ended non-tradables inflation,Year-ended non-tradable inflation – excluding interest charges and deposit & loan facilities,Year-ended weighted median inflation,Year-ended trimmed mean inflation,Quarterly inflation – original,Quarterly inflation,Quarterly inflation – excluding interest and tax changes,Quarterly inflation – excluding volatile items,Quarterly tradables inflation,Quarterly tradables inflation – excluding volatile items and tobacco,Quarterly non-tradables inflation,Quarterly non-tradables inflation – excluding deposit and loan facilities,Quarterly weighted median inflation,Quarterly trimmed mean inflation,
30/09/1989,54.2,8.0,6.6,6.1,6.4,5.2,6.8,6.8,6.4,6.2,2.3,2.3,1.8,1.6,1.7,1.2,1.9,1.9,1.7,1.5,
31/12/1989,55.2,7.8,6.8,6.2,6.5,5.0,7.0,7.0,6.4,6.2,1.8,1.7,1.4,1.6,1.0,1.3,1.8,1.8,1.7,1.7,
31/03/1990,56.2,8.7,6.9,6.3,6.8,5.4,7.1,7.1,6.8,6.7,1.8,1.6,1.5,1.7,1.2,1.5,1.8,1.8,1.6,1.7,
30/06/1990,57.1,7.7,6.5,6.4,5.9,5.2,7.4,7.4,6.9,6.7,1.6,1.8,1.8,1.5,1.9,1.0,1.8,1.8,1.7,1.6,
30/09/1990,57.5,6.1,5.7,5.9,4.7,4.6,6.9,6.9,6.7,6.5,0.7,0.9,0.8,1.0,0.4,0.7,1.3,1.3,1.5,1.3,
31/12/1990,59.0,6.9,6.9,6.4,6.8,4.6,7.4,7.4,6.5,6.6,2.6,2.4,2.8,1.9,3.1,1.3,2.3,2.3,1.5,1.8,
31/03/1991,58.9,4.8,5.5,5.2,4.6,3.5,6.6,6.6,5.7,5.7,-0.2,-0.2,0.0,0.8,-0.9,0.5,1.0,1.0,0.9,0.8,
30/06/1991,59.0,3.3,4.3,4.7,2.8,3.1,5.8,5.8,5.0,5.0,0.2,0.3,0.6,0.9,0.1,0.6,1.1,1.1,1.0,1.0,
30/09/1991,59.3,3.1,4.5,4.5,3.5,3.1,5.6,5.6,4.5,4.8,0.5,0.7,1.1,1.0,1.1,0.7,1.1,1.1,1.0,1.1,
31/12/1991,59.9,1.5,2.6,3.5,0.9,2.4,4.6,4.6,3.5,3.7,1.0,0.7,0.9,1.0,0.6,0.5,1.4,1.4,0.6,0.7,
31/03/1992,59.9,1.7,3.1,3.7,1.6,1.9,4.8,4.8,3.0,3.3,0.0,0.0,0.5,0.6,-0.2,0.1,1.1,1.1,0.4,0.4,
30/06/1992,59.7,1.2,2.7,2.8,2.0,1.5,3.7,3.7,2.7,2.8,-0.3,-0.2,0.3,0.2,0.5,0.2,0.0,0.0,0.7,0.5,
30/09/1992,59.8,0.8,2.1,2.6,1.4,1.0,3.2,3.2,2.4,2.2,0.2,0.2,0.5,0.6,0.5,0.2,0.6,0.6,0.7,0.5,
31/12/1992,60.1,0.3,1.9,2.2,1.7,0.9,2.2,2.2,2.2,2.0,0.5,0.3,0.7,0.7,0.9,0.5,0.5,0.5,0.4,0.6,
31/03/1993,60.6,1.2,2.4,2.4,2.7,1.4,2.1,2.1,2.2,2.1,0.8,0.8,0.9,0.9,0.9,0.5,0.9,0.9,0.4,0.6,
30/06/1993,60.8,1.8,2.8,2.9,2.7,1.6,2.9,2.9,2.1,2.2,0.3,0.5,0.6,0.8,0.4,0.4,0.9,0.9,0.6,0.6,
30/09/1993,61.1,2.2,2.9,3.0,2.9,2.2,2.9,2.9,1.9,2.3,0.5,0.5,0.6,0.7,0.7,0.8,0.5,0.5,0.5,0.6,
31/12/1993,61.2,1.8,2.6,2.8,2.4,1.8,2.9,2.9,2.1,2.3,0.2,0.0,0.5,0.4,0.4,0.1,0.6,0.6,0.6,0.6,
31/03/1994,61.5,1.5,2.2,2.6,1.9,2.1,2.5,2.5,2.1,2.3,0.5,0.5,0.5,0.7,0.5,0.8,0.5,0.5,0.4,0.5,
30/06/1994,61.9,1.8,2.3,2.5,2.6,1.9,2.1,2.2,2.1,2.3,0.7,0.7,0.8,0.5,1.0,0.2,0.5,0.5,0.6,0.6,
30/09/1994,62.3,2.0,2.5,2.3,2.5,1.7,2.4,2.4,2.1,2.3,0.6,0.6,0.6,0.6,0.5,0.5,0.7,0.7,0.5,0.6,
31/12/1994,62.8,2.6,2.4,2.3,2.3,2.0,2.3,2.3,2.0,2.2,0.8,1.0,0.5,0.6,0.4,0.5,0.6,0.6,0.5,0.5,
31/03/1995,63.8,3.7,2.8,2.4,2.9,1.5,2.7,2.7,2.1,2.3,1.6,1.6,0.9,0.6,1.0,0.3,0.8,0.8,0.5,0.6,
30/06/1995,64.7,4.5,3.2,3.0,3.0,1.9,3.3,3.3,2.3,2.5,1.4,1.3,1.1,1.2,1.1,0.6,1.2,1.2,0.8,0.9,
30/09/1995,65.5,5.1,3.8,3.7,4.0,2.4,3.6,3.6,2.7,3.0,1.2,1.2,1.3,1.2,1.6,0.9,1.0,1.0,0.9,1.0,
31/12/1995,66.0,5.1,4.1,4.0,4.1,2.2,4.0,4.0,2.8,3.2,0.8,0.8,0.7,0.9,0.4,0.4,1.1,1.1,0.6,0.7,
31/03/1996,66.2,3.8,3.5,3.8,3.5,2.4,3.6,3.6,2.9,3.2,0.3,0.5,0.4,0.5,0.5,0.5,0.4,0.4,0.6,0.6,
30/06/1996,66.7,3.1,3.2,3.3,3.1,2.1,3.2,3.2,2.8,3.0,0.8,0.6,0.7,0.5,0.6,0.3,0.8,0.8,0.7,0.7,
30/09/1996,66.9,2.1,2.3,2.6,1.5,1.2,3.1,3.1,2.5,2.5,0.3,0.3,0.4,0.5,0.0,0.1,0.9,0.9,0.6,0.5,
31/12/1996,67.0,1.5,2.2,2.3,1.6,1.0,2.9,2.9,2.5,2.4,0.1,0.3,0.7,0.5,0.6,0.1,0.8,0.8,0.6,0.6,
31/03/1997,67.1,1.4,2.6,2.3,1.3,0.3,3.8,3.8,2.5,2.5,0.1,0.0,0.7,0.6,0.2,-0.2,1.2,1.2,0.6,0.7,
30/06/1997,66.9,0.3,2.1,2.1,0.5,0.0,3.8,3.8,2.2,2.1,-0.3,-0.3,0.3,0.4,-0.2,0.0,0.8,0.8,0.4,0.4,
30/09/1997,66.6,-0.4,1.5,1.7,0.3,0.1,2.9,2.9,1.8,1.8,-0.4,-0.3,-0.1,0.1,-0.2,0.2,0.0,0.0,0.2,0.2,
31/12/1997,66.8,-0.3,1.5,1.6,0.2,0.2,2.9,2.9,1.9,1.9,0.3,0.3,0.7,0.7,0.4,0.2,0.9,0.9,0.7,0.7,
31/03/1998,67.0,-0.1,1.1,1.6,0.2,0.8,2.1,2.1,1.9,1.7,0.3,0.1,0.3,0.4,0.2,0.4,0.4,0.4,0.6,0.5,
30/06/1998,67.4,0.7,1.4,1.6,0.6,0.6,2.4,2.4,2.1,1.9,0.6,0.6,0.6,0.5,0.2,-0.2,1.0,1.0,0.6,0.5,
30/09/1998,67.5,1.4,1.7,1.9,0.9,0.5,2.8,2.8,2.4,1.9,0.1,0.3,0.3,0.3,0.2,0.1,0.4,0.4,0.5,0.3,
31/12/1998,67.8,1.5,1.5,1.6,0.6,0.2,2.5,2.5,2.3,1.7,0.4,0.4,0.5,0.4,0.3,0.0,0.6,0.6,0.6,0.4,
31/03/1999,67.8,1.2,1.2,1.0,0.6,0.0,1.7,1.7,2.4,1.7,0.0,-0.1,-0.1,-0.1,0.2,0.2,-0.4,-0.4,0.7,0.5,
30/06/1999,68.1,1.0,1.0,0.9,1.0,0.4,1.2,1.2,2.3,1.7,0.4,0.4,0.5,0.4,0.4,0.2,0.5,0.5,0.5,0.4,
30/09/1999,68.7,1.8,1.8,1.2,1.7,0.5,1.7,1.7,2.5,2.1,0.9,0.9,0.9,0.6,0.8,0.1,0.9,0.9,0.7,0.8,
31/12/1999,69.1,1.9,1.8,1.4,1.2,0.3,2.1,2.1,2.6,2.3,0.6,0.6,0.5,0.5,-0.2,-0.1,1.0,1.0,0.7,0.6,
31/03/2000,69.7,2.8,2.5,1.9,1.6,-0.2,3.4,3.4,2.4,2.5,0.9,0.9,0.7,0.4,0.6,-0.4,0.8,0.8,0.5,0.7,
30/06/2000,70.2,3.1,2.8,2.1,1.7,-0.2,3.6,3.6,2.5,2.6,0.7,0.7,0.6,0.5,0.4,0.1,0.8,0.8,0.6,0.5,
30/09/2000,72.9,6.1,2.7,2.1,2.4,0.5,2.8,2.8,2.0,2.4,3.8,3.8,0.8,0.4,1.7,0.9,0.0,0.0,0.2,0.6,
31/12/2000,73.1,5.8,2.5,1.9,2.9,0.7,2.1,2.2,1.9,2.4,0.3,0.3,0.4,0.3,0.2,-0.1,0.4,0.4,0.6,0.6,
31/03/2001,73.9,6.0,2.9,2.3,4.0,2.3,1.8,1.8,2.3,2.7,1.1,1.1,1.1,0.9,1.6,1.4,0.5,0.5,0.9,1.0,
30/06/2001,74.5,6.1,3.0,2.8,4.5,3.4,1.7,1.7,2.5,3.0,0.8,0.8,0.8,0.9,0.9,1.1,0.7,0.7,0.8,0.8,
30/09/2001,74.7,2.5,2.5,3.0,2.4,3.0,2.6,2.6,3.0,3.1,0.3,0.3,0.3,0.7,-0.4,0.5,0.9,0.9,0.7,0.7,
31/12/2001,75.4,3.1,3.1,3.7,3.1,4.0,3.2,3.1,3.2,3.3,0.9,0.9,1.0,1.0,0.9,0.9,1.0,1.0,0.8,0.9,
31/03/2002,76.1,3.0,3.0,3.6,2.4,3.5,3.6,3.5,3.0,3.1,0.9,0.9,0.9,0.9,0.8,1.0,0.9,0.9,0.7,0.7,
30/06/2002,76.6,2.8,2.8,3.3,1.8,2.4,3.9,3.8,3.1,3.0,0.7,0.7,0.7,0.6,0.3,0.1,0.9,0.9,0.7,0.6,
30/09/2002,77.1,3.2,3.2,3.2,2.4,1.9,4.1,4.1,3.2,2.9,0.7,0.8,0.8,0.7,0.2,0.0,1.3,1.2,0.9,0.7,
31/12/2002,77.6,2.9,2.9,2.7,2.2,1.5,3.6,3.7,3.1,2.8,0.6,0.6,0.6,0.6,0.7,0.5,0.7,0.7,0.7,0.7,
31/03/2003,78.6,3.3,3.3,2.7,2.7,0.8,3.9,4.0,3.0,2.9,1.3,1.3,1.3,0.8,1.4,0.2,1.1,1.2,0.7,0.8,
30/06/2003,78.6,2.6,2.6,2.7,1.0,0.6,4.2,4.1,2.8,2.8,0.0,-0.1,-0.1,0.6,-1.2,-0.1,1.0,1.0,0.5,0.5,
30/09/2003,79.1,2.6,2.6,2.7,0.7,0.3,4.1,4.1,2.6,2.8,0.6,0.6,0.6,0.6,-0.1,-0.4,1.2,1.2,0.7,0.7,
31/12/2003,79.5,2.4,2.4,2.5,0.1,-0.7,4.5,4.4,2.7,2.7,0.5,0.6,0.6,0.5,0.2,-0.3,1.0,1.0,0.8,0.7,
31/03/2004,80.2,2.0,2.0,2.1,-0.6,-1.1,4.2,4.2,2.6,2.6,0.9,0.8,0.8,0.4,0.6,-0.4,0.9,0.9,0.7,0.7,
30/06/2004,80.6,2.5,2.5,2.0,0.5,-1.3,4.0,4.1,2.8,2.6,0.5,0.5,0.5,0.5,-0.1,-0.2,0.9,0.9,0.6,0.6,
30/09/2004,80.9,2.3,2.3,1.7,0.7,-1.1,3.7,3.6,2.8,2.6,0.4,0.4,0.4,0.4,-0.1,-0.2,0.8,0.8,0.6,0.6,
31/12/2004,81.5,2.5,2.5,2.0,1.3,-0.4,3.5,3.6,2.6,2.7,0.7,1.0,1.0,0.7,1.0,0.4,0.8,0.9,0.7,0.8,
31/03/2005,82.1,2.4,2.4,2.3,0.7,0.0,3.7,3.7,2.7,2.7,0.7,0.5,0.5,0.7,-0.1,0.0,1.2,1.1,0.7,0.6,
30/06/2005,82.6,2.5,2.5,2.2,1.2,0.3,3.6,3.5,2.8,2.7,0.6,0.6,0.6,0.5,0.3,0.0,0.6,0.7,0.7,0.6,
30/09/2005,83.4,3.1,3.1,2.4,2.6,0.7,3.4,3.5,2.7,2.7,1.0,1.0,1.0,0.5,1.3,0.2,0.8,0.8,0.6,0.6,
31/12/2005,83.8,2.8,2.8,2.3,1.9,0.1,3.5,3.5,2.8,2.6,0.5,0.6,0.6,0.6,0.3,-0.2,0.9,0.8,0.8,0.7,
31/03/2006,84.5,2.9,2.9,2.2,2.9,0.7,3.1,3.3,2.9,2.8,0.8,0.8,0.8,0.7,0.9,0.6,0.8,0.9,0.8,0.8,
30/06/2006,85.9,4.0,4.0,2.5,4.8,0.5,3.4,3.6,3.1,3.0,1.7,1.5,1.5,0.6,2.2,-0.1,1.0,1.0,0.9,0.8,
30/09/2006,86.7,4.0,4.0,2.6,4.4,0.9,3.5,3.8,3.4,3.1,0.9,0.8,0.8,0.7,1.0,0.6,0.9,0.9,0.8,0.7,
31/12/2006,86.6,3.3,3.3,2.7,3.0,1.2,3.5,3.8,3.1,3.0,-0.1,0.1,0.1,0.6,-1.2,0.1,0.9,0.9,0.5,0.6,
31/03/2007,86.6,2.5,2.5,2.6,1.0,0.7,3.5,3.7,2.8,2.7,0.0,0.0,0.0,0.5,-1.0,0.2,0.7,0.8,0.6,0.6,
30/06/2007,87.7,2.1,2.1,2.6,0.3,1.4,3.3,3.6,2.8,2.8,1.3,1.2,1.2,0.7,1.4,0.4,1.0,0.9,0.9,0.9,
30/09/2007,88.3,1.8,1.8,2.6,-0.3,0.8,3.5,3.6,3.0,2.9,0.7,0.6,0.6,0.6,0.3,0.1,0.8,0.8,1.0,0.9,
31/12/2007,89.1,2.9,2.9,3.0,1.4,1.2,4.0,3.9,3.8,3.6,0.9,1.2,1.2,1.2,0.9,0.6,1.5,1.4,1.3,1.2,
31/03/2008,90.3,4.3,4.3,3.6,3.3,1.3,4.9,4.7,4.5,4.2,1.3,1.2,1.2,1.0,0.7,0.3,1.4,1.5,1.3,1.1,
30/06/2008,91.6,4.4,4.4,4.2,2.9,1.6,5.6,4.8,4.8,4.4,1.4,1.3,1.3,1.4,0.8,0.7,1.7,1.1,1.1,1.2,
30/09/2008,92.7,5.0,5.0,4.6,3.3,1.8,6.1,5.3,5.1,4.8,1.2,1.1,1.1,0.9,0.8,0.2,1.4,1.2,1.3,1.2,
31/12/2008,92.4,3.7,3.7,4.0,1.2,1.5,5.4,5.0,4.6,4.3,-0.3,0.0,0.0,0.7,-1.2,0.3,0.8,1.0,0.9,0.7,
31/03/2009,92.5,2.4,2.4,3.2,0.9,2.6,3.4,4.2,4.6,4.1,0.1,-0.1,-0.1,0.2,0.3,1.3,-0.3,0.8,1.2,0.9,
30/06/2009,92.9,1.4,1.4,2.5,0.0,2.3,2.5,4.2,4.2,3.6,0.4,0.5,0.5,0.6,0.2,0.4,0.7,1.1,0.8,0.7,
30/09/2009,93.8,1.2,1.2,2.4,-0.4,2.3,2.3,4.0,3.8,3.1,1.0,0.8,0.8,0.8,0.3,0.2,1.2,1.0,0.9,0.7,
31/12/2009,94.3,2.1,2.1,2.5,1.4,2.1,2.7,4.1,3.8,3.2,0.5,0.9,0.9,0.7,0.5,0.2,1.0,1.1,0.9,0.8,
31/03/2010,95.2,2.9,2.9,2.9,1.0,0.3,4.2,4.4,3.5,3.1,1.0,0.7,0.7,0.7,0.1,-0.5,1.2,1.1,0.8,0.8,
30/06/2010,95.8,3.1,3.1,2.9,1.4,-0.6,4.1,4.0,3.2,2.8,0.6,0.6,0.6,0.7,0.5,-0.4,0.7,0.7,0.5,0.4,
30/09/2010,96.5,2.9,2.9,3.0,1.3,-0.5,3.8,3.8,2.8,2.6,0.7,0.6,0.6,0.8,0.2,0.2,0.7,0.8,0.5,0.6,
31/12/2010,96.9,2.8,2.8,2.4,1.7,-1.4,3.3,3.5,2.6,2.2,0.4,0.6,0.6,0.3,0.8,-0.6,0.6,0.8,0.7,0.4,
31/03/2011,98.3,3.3,3.3,2.6,3.3,-0.9,3.3,3.3,2.5,2.2,1.4,1.4,1.4,0.8,1.6,0.0,1.3,0.9,0.8,0.8,
30/06/2011,99.2,3.5,3.5,2.6,3.6,-0.6,3.6,3.5,2.9,2.7,0.9,0.9,0.9,0.7,1.1,-0.1,0.9,0.9,0.9,0.8,
30/09/2011,99.8,3.4,3.4,2.3,3.3,-0.9,3.6,3.4,2.6,2.5,0.6,0.4,0.4,0.4,-0.5,-0.5,0.9,0.9,0.2,0.4,
31/12/2011,99.8,3.0,3.0,2.6,1.7,-0.7,4.0,3.6,2.5,2.7,0.0,0.2,0.2,0.5,-0.8,-0.4,0.9,0.9,0.5,0.6,
31/03/2012,99.9,1.6,1.6,2.0,-1.5,-1.3,3.6,3.5,2.1,2.3,0.1,0.0,0.0,0.4,-1.2,-0.4,0.7,0.7,0.5,0.4,
30/06/2012,100.4,1.2,1.2,1.8,-2.0,-1.3,3.4,3.4,1.8,2.0,0.5,0.6,0.6,0.5,0.4,0.0,0.7,0.7,0.6,0.5,
30/09/2012,101.8,2.0,2.0,2.4,-1.2,-0.8,4.0,4.0,2.5,2.3,1.4,1.1,1.1,1.1,0.4,0.0,1.7,1.7,0.9,0.7,
31/12/2012,102.0,2.2,2.2,2.4,-0.4,-0.7,3.9,3.9,2.6,2.2,0.2,0.4,0.4,0.5,-0.3,-0.5,0.8,0.8,0.6,0.5,
31/03/2013,102.4,2.5,2.5,2.4,-0.2,-1.4,4.2,4.2,2.8,2.3,0.4,0.4,0.4,0.4,-0.7,-0.9,1.0,1.0,0.7,0.5,
30/06/2013,102.8,2.4,2.4,2.6,-0.7,-1.3,4.3,4.3,2.8,2.4,0.4,0.5,0.5,0.6,0.1,0.1,0.8,0.8,0.6,0.6,
30/09/2013,104.0,2.2,2.2,2.4,-0.1,-1.1,3.6,3.6,2.5,2.4,1.2,1.0,1.0,0.8,0.8,0.3,1.0,1.0,0.6,0.7,
31/12/2013,104.8,2.7,2.7,2.6,1.0,-0.1,3.7,3.7,2.6,2.7,0.8,0.8,0.8,0.8,0.8,0.4,0.8,0.8,0.7,0.8,
31/03/2014,105.4,2.9,2.9,2.7,2.6,0.8,3.1,3.1,2.4,2.7,0.6,0.7,0.7,0.5,0.9,0.0,0.5,0.5,0.6,0.5,
30/06/2014,105.9,3.0,3.0,2.8,2.9,1.2,3.1,3.1,2.5,2.8,0.5,0.7,0.7,0.8,0.4,0.5,0.7,0.7,0.6,0.7,
30/09/2014,106.4,2.3,2.3,2.1,2.0,0.4,2.4,2.4,2.4,2.4,0.5,0.2,0.2,0.2,0.0,-0.5,0.4,0.4,0.5,0.4,
31/12/2014,106.6,1.7,1.7,2.1,0.7,0.0,2.3,2.3,2.4,2.2,0.2,0.2,0.2,0.5,-0.8,-0.1,0.7,0.7,0.6,0.6,
31/03/2015,106.8,1.3,1.3,2.3,-0.9,0.4,2.6,2.6,2.4,2.3,0.2,0.3,0.3,0.7,-0.5,0.4,0.8,0.8,0.6,0.6,
30/06/2015,107.5,1.5,1.5,2.0,-0.3,-0.2,2.6,2.6,2.3,2.2,0.7,0.8,0.8,0.5,1.2,-0.1,0.6,0.6,0.5,0.6,
30/09/2015,108.0,1.5,1.5,2.1,-0.3,0.2,2.6,2.6,2.2,2.1,0.5,0.1,0.1,0.3,-0.2,-0.1,0.3,0.3,0.5,0.3,
31/12/2015,108.4,1.7,1.7,2.1,0.8,0.8,2.3,2.3,2.0,2.1,0.4,0.5,0.5,0.6,0.3,0.6,0.4,0.4,0.4,0.6,
31/03/2016,108.2,1.3,1.3,1.7,0.6,0.5,1.7,1.7,1.5,1.7,-0.2,-0.1,-0.1,0.3,-0.7,0.0,0.4,0.4,0.1,0.2,
30/06/2016,108.6,1.0,1.0,1.6,0.0,0.1,1.6,1.6,1.3,1.6,0.4,0.6,0.6,0.4,0.6,-0.3,0.5,0.5,0.3,0.5,
30/09/2016,109.4,1.3,1.3,1.7,0.7,0.0,1.7,1.7,1.2,1.6,0.7,0.5,0.5,0.3,0.5,-0.2,0.4,0.4,0.3,0.3,
31/12/2016,110.0,1.5,1.5,1.3,0.1,-1.2,2.1,2.1,1.2,1.5,0.5,0.5,0.5,0.3,0.2,-0.6,0.7,0.7,0.4,0.4,
31/03/2017,110.5,2.1,2.1,1.5,1.3,-1.3,2.6,2.6,1.6,1.7,0.5,0.6,0.6,0.4,0.2,-0.1,0.8,0.8,0.5,0.5,
30/06/2017,110.7,1.9,1.9,1.5,0.4,-1.1,2.7,2.7,1.9,1.7,0.2,0.4,0.4,0.5,-0.3,-0.1,0.7,0.7,0.6,0.5,
30/09/2017,111.4,1.8,1.8,1.9,-0.9,-1.0,3.2,3.2,2.0,1.7,0.6,0.4,0.4,0.6,-1.0,-0.1,1.1,1.1,0.4,0.4,
31/12/2017,112.1,1.9,1.9,1.9,-0.3,-1.0,3.1,3.1,2.0,1.7,0.6,0.7,0.7,0.3,0.9,-0.4,0.5,0.5,0.5,0.4,
31/03/2018,112.6,1.9,1.9,2.0,-0.5,-0.9,3.1,3.1,1.9,1.7,0.4,0.5,0.5,0.5,0.0,-0.1,0.8,0.8,0.4,0.5,
30/06/2018,113.0,2.1,2.1,1.8,0.3,-1.0,3.0,3.0,1.8,1.6,0.4,0.4,0.4,0.3,0.3,-0.3,0.6,0.6,0.5,0.4,
30/09/2018,113.5,1.9,1.9,1.2,1.4,-0.8,2.2,2.2,1.7,1.7,0.4,0.3,0.3,0.2,0.3,0.0,0.3,0.3,0.4,0.4,
31/12/2018,114.1,1.8,1.8,1.6,0.6,-0.1,2.4,2.4,1.8,1.8,0.5,0.4,0.4,0.6,0.1,0.3,0.6,0.6,0.5,0.5,
31/03/2019,114.1,1.3,1.3,1.3,0.4,0.3,1.8,1.8,1.5,1.6,0.0,0.1,0.1,0.3,-0.3,0.3,0.3,0.3,0.2,0.3,
30/06/2019,114.8,1.6,1.6,1.5,1.1,1.0,1.8,1.8,1.4,1.6,0.6,0.7,0.7,0.4,1.0,0.3,0.5,0.5,0.4,0.4,
30/09/2019,115.4,1.7,1.7,1.9,1.2,1.8,1.9,1.9,1.4,1.5,0.5,0.4,0.4,0.6,0.4,0.9,0.5,0.5,0.3,0.4,
31/12/2019,116.2,1.8,1.8,1.7,1.7,1.3,2.0,2.0,1.3,1.5,0.7,0.6,0.6,0.4,0.6,-0.2,0.7,0.7,0.4,0.4,
31/03/2020,116.6,2.2,2.2,2.1,2.1,1.6,2.3,2.3,1.6,1.7,0.3,0.5,0.5,0.7,0.2,0.7,0.6,0.6,0.5,0.5,
30/06/2020,114.4,-0.3,-0.3,0.4,-0.5,1.8,-0.2,-0.2,1.3,1.2,-1.9,-1.9,-1.9,-1.3,-1.8,0.3,-1.9,-1.9,0.1,-0.1,
30/09/2020,116.2,0.7,0.7,0.9,0.0,1.1,1.0,1.0,1.2,1.2,1.6,1.5,1.5,1.2,1.1,0.3,1.6,1.6,0.2,0.3,
31/12/2020,117.2,0.9,0.9,1.5,-0.6,1.4,1.5,1.5,1.5,1.2,0.9,0.9,0.9,0.9,0.0,-0.1,1.3,1.3,0.6,0.5,
31/03/2021,117.9,1.1,1.1,1.4,0.7,1.4,1.3,1.3,1.2,1.1,0.6,0.5,0.5,0.4,1.1,0.5,0.3,0.3,0.3,0.3,
30/06/2021,118.8,3.8,3.8,3.1,3.6,1.2,4.0,4.0,1.5,1.6,0.8,0.8,0.8,0.5,1.2,0.3,0.6,0.6,0.4,0.5,
30/09/2021,119.7,3.0,3.0,2.5,3.1,0.8,3.2,3.2,2.2,2.1,0.8,0.8,0.8,0.7,0.8,0.1,0.9,0.9,0.9,0.8,
31/12/2021,121.3,3.5,3.5,2.6,4.9,2.2,2.8,2.8,2.5,2.6,1.3,1.4,1.4,1.2,1.8,1.3,1.2,1.2,0.9,1.0,
31/03/2022,123.9,5.1,5.1,4.0,6.8,3.6,4.2,4.2,3.2,3.8,2.1,2.1,2.1,1.7,3.0,1.9,1.6,1.6,1.0,1.5,
30/06/2022,126.1,6.1,6.1,5.3,8.0,5.1,5.3,5.3,4.3,4.9,1.8,1.8,1.8,1.7,2.1,1.8,1.7,1.7,1.3,1.5,
30/09/2022,128.4,7.3,7.3,6.7,8.7,6.9,6.5,6.5,4.9,6.1,1.8,1.8,1.8,2.0,1.5,1.8,2.0,2.0,1.5,1.9,
31/12/2022,130.8,7.8,7.8,7.6,8.7,8.1,7.4,7.4,5.6,6.8,1.9,2.0,2.0,2.2,1.9,2.4,2.1,2.1,1.6,1.7,
31/03/2023,132.6,7.0,7.0,7.3,6.1,6.7,7.5,7.5,5.8,6.5,1.4,1.3,1.3,1.4,0.7,0.9,1.7,1.7,1.2,1.2,
30/06/2023,133.7,6.0,6.0,6.5,4.4,5.8,6.9,6.9,5.5,5.8,0.8,0.8,0.8,0.9,0.4,0.6,1.0,1.0,1.0,0.9,
30/09/2023,135.3,5.4,5.4,5.5,3.7,4.1,6.2,6.2,5.2,5.1,1.2,1.0,1.0,0.9,0.7,0.1,1.3,1.3,1.3,1.2,
31/12/2023,136.1,4.1,4.1,4.1,1.5,1.2,5.4,5.4,4.5,4.2,0.6,0.8,0.8,0.8,-0.3,-0.5,1.5,1.5,1.0,0.9,
31/03/2024,137.4,3.6,3.6,3.7,0.9,0.6,5.0,5.0,4.5,4.0,1.0,0.9,0.9,1.0,0.4,0.6,1.2,1.2,1.1,1.0,
30/06/2024,138.8,3.8,3.8,3.7,1.5,0.7,5.0,5.0,4.3,4.0,1.0,1.0,1.0,0.9,0.7,0.5,1.1,1.1,0.9,0.9,
30/09/2024,139.1,2.8,2.8,3.1,0.6,0.9,4.1,4.1,3.9,3.6,0.2,0.1,0.1,0.3,-0.2,0.3,0.4,0.4,0.8,0.8,
31/12/2024,139.4,2.4,2.4,2.7,1.1,1.8,3.1,3.1,3.5,3.3,0.2,0.4,0.4,0.5,0.2,0.4,0.5,0.5,0.6,0.6,
31/03/2025,140.7,2.4,2.4,2.6,0.9,1.3,3.2,3.2,3.0,2.9,0.9,0.9,0.9,0.8,0.3,0.1,1.1,1.1,0.7,0.7,
30/06/2025,141.7,2.1,2.1,2.5,0.2,1.2,3.1,3.1,2.7,2.7,0.7,0.7,0.7,0.8,0.0,0.3,1.1,1.1,0.6,0.7,
30/09/2025,143.6,3.2,3.2,3.4,1.4,1.7,4.1,4.1,2.8,3.0,1.3,1.2,1.2,1.2,0.8,0.8,1.3,1.3,1.0,1.0,
31/12/2025,,,,,,,,,,,,,,,,,,,,,
31/03/2026,,,,,,,,,,,,,,,,,,,,,
30/06/2026,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
